product_id,metric_date,total_users,active_users,transaction_count,transaction_value,revenue,failed_transactions,complaints,downtime_minutes,fraud_incidents
CORPORATE_PORTAL,2023-11-16,45892,23073,208625,304298358.01,7304395.88,7747,274,38.4,416
INTERNET_BANKING,2023-11-16,389963,263239,2503743,6040188604.71,132422381.26,97051,1911,20.9,6296
MOBILE_BANKING,2023-11-16,1677361,1209862,7450535,18497753951.82,391974427.58,61718,4373,5.5,6779
POS_TERMINALS,2023-11-16,8579,1990,22843,24901762.29,291778.75,2129,103,111.4,121
USSD_SERVICE,2023-11-16,812190,464204,2250406,3789645282.57,45526125.77,73930,4412,16.6,2428
WALLET_APP,2023-11-16,1557259,1288979,14015117,40002175924.82,346903662.2,194591,3752,13.6,5306
AGENT_BANKING,2023-11-17,97483,36723,132116,290126041.82,4615792.79,6645,625,59.8,797
ATM_NETWORK,2023-11-17,271060,97465,294940,1017216129.06,9202106.8,15563,1737,51.2,1959
CORPORATE_PORTAL,2023-11-17,46409,31376,372824,1483590260.7,15365589.69,5898,241,8.7,855
INTERNET_BANKING,2023-11-17,393657,216686,1330683,4919461407.41,87888078.87,36243,1067,8.9,2305
MOBILE_BANKING,2023-11-17,1711058,1528517,14465840,17426355530.95,360878943.61,76769,5140,2.5,10236
POS_TERMINALS,2023-11-17,8411,2578,13430,43282353.36,773039.8,1987,116,270.9,178
USSD_SERVICE,2023-11-17,822881,546676,3023989,4266727451.17,72964923.07,106920,2393,38.5,4723
WALLET_APP,2023-11-17,1578823,1109721,7512351,3962506131.84,81573957.55,39381,1510,11.4,1671
AGENT_BANKING,2023-11-18,97072,45891,302354,731916477.24,9360270.83,13836,1024,40.1,1605
ATM_NETWORK,2023-11-18,273067,113849,317964,349720251.45,8336445.15,19254,2021,51.3,865
CORPORATE_PORTAL,2023-11-18,46462,32041,120886,20250962.64,279330.52,3285,279,28.9,262
INTERNET_BANKING,2023-11-18,394329,250851,678336,1724398457.91,31716841.86,20339,2357,12.7,2024
MOBILE_BANKING,2023-11-18,1728850,1244435,12206893,20933794988.17,250391822.54,23590,5703,0.6,7927
POS_TERMINALS,2023-11-18,8384,2577,13825,42981778.37,362425.0,1347,75,234.5,123
USSD_SERVICE,2023-11-18,830064,439471,4101736,4104625541.5,82441974.57,127941,1367,27.8,9261
WALLET_APP,2023-11-18,1608706,1242727,8115832,29069099994.77,290556524.78,68245,4216,12.2,5795
AGENT_BANKING,2023-11-19,97581,35007,372657,1000478973.51,9123351.66,20515,825,64.3,1714
ATM_NETWORK,2023-11-19,274062,120126,1004008,2791299264.62,53604692.03,43169,1478,118.3,3196
CORPORATE_PORTAL,2023-11-19,46701,30210,185397,501203313.04,8925385.33,3417,237,32.6,369
INTERNET_BANKING,2023-11-19,399670,270496,2099970,8678361133.02,127973931.39,46836,1070,37.4,5752
MOBILE_BANKING,2023-11-19,1747184,1504734,15326503,20428953329.9,272968575.85,137724,4556,12.1,5624
POS_TERMINALS,2023-11-19,8245,2644,26293,8348261.09,119987.64,1940,46,112.6,352
USSD_SERVICE,2023-11-19,838469,510774,5885011,4138332745.62,66653851.08,198096,4688,29.1,16238
WALLET_APP,2023-11-19,1617568,1352948,10651244,1675301744.04,22344382.07,111110,2778,13.5,3958
AGENT_BANKING,2023-11-20,98151,35950,375657,1448111757.25,17188951.83,14683,868,73.1,551
ATM_NETWORK,2023-11-20,274300,148279,1077030,1816391559.54,26992503.85,76843,1801,50.5,4929
CORPORATE_PORTAL,2023-11-20,47314,29319,183101,688536554.36,14154315.67,3331,228,44.5,464
INTERNET_BANKING,2023-11-20,400277,217777,1179999,4851698723.52,105240584.09,18168,1887,14.8,969
MOBILE_BANKING,2023-11-20,1760720,1495272,15475415,40607055296.73,859500549.93,41094,7019,13.4,4769
POS_TERMINALS,2023-11-20,8174,2280,19940,49029370.56,1022766.63,2332,93,163.7,236
USSD_SERVICE,2023-11-20,846430,495434,3245569,5247528940.24,72458444.35,128980,5747,32.8,6423
WALLET_APP,2023-11-20,1639107,1270282,11490177,5816825059.86,60653202.22,128210,3771,7.9,6922
AGENT_BANKING,2023-11-21,97927,33126,299862,86789282.31,788190.0,9246,649,118.2,1484
ATM_NETWORK,2023-11-21,273572,95755,594315,268192034.57,3283083.88,26760,2062,85.1,869
CORPORATE_PORTAL,2023-11-21,47794,24348,144642,54724309.17,541185.49,3305,141,27.7,253
INTERNET_BANKING,2023-11-21,404518,271270,2276352,8731101907.2,123692131.24,71698,2326,9.2,3608
MOBILE_BANKING,2023-11-21,1776985,1578361,9169577,28365180151.79,484642057.66,43440,7829,2.4,3430
POS_TERMINALS,2023-11-21,8129,1508,7282,15135311.88,361681.13,1139,50,123.8,67
USSD_SERVICE,2023-11-21,857493,472876,4981769,2771739926.02,44575060.03,143273,1474,28.7,3525
WALLET_APP,2023-11-21,1679270,1316688,6439460,25804689803.06,421927223.55,69069,5069,4.8,889
AGENT_BANKING,2023-11-22,98663,40013,432164,659531861.1,7274852.36,20233,462,96.4,1279
ATM_NETWORK,2023-11-22,273248,102216,1065681,1798845520.38,29699457.87,32555,1272,115.5,3303
CORPORATE_PORTAL,2023-11-22,48489,32421,184361,290056893.08,4996636.82,4038,294,41.3,263
INTERNET_BANKING,2023-11-22,406100,269793,2987787,5610554855.06,93290150.42,82374,3200,8.9,5765
MOBILE_BANKING,2023-11-22,1813968,1559605,10312971,4120222302.69,69454530.41,81013,1942,11.0,8061
POS_TERMINALS,2023-11-22,8131,1136,13457,47322858.05,813739.82,1998,63,91.5,171
USSD_SERVICE,2023-11-22,867660,457340,4218397,4384039122.09,41032137.92,117296,5048,36.0,8193
WALLET_APP,2023-11-22,1696217,1191911,8646992,3214447127.96,38918109.69,69683,5632,11.1,5915
AGENT_BANKING,2023-11-23,99512,44609,247436,901610829.11,16032574.26,8960,381,84.7,388
ATM_NETWORK,2023-11-23,274243,97863,395329,942134074.42,21682432.03,31002,949,38.0,1537
CORPORATE_PORTAL,2023-11-23,49060,30543,273682,1262136563.06,11012727.88,10251,288,39.8,198
INTERNET_BANKING,2023-11-23,408269,230437,1435103,1988566632.04,24789257.14,18637,982,38.7,2160
MOBILE_BANKING,2023-11-23,1847947,1633301,6526254,13380448183.07,156365118.84,34558,3055,3.1,776
POS_TERMINALS,2023-11-23,8070,1092,11014,15116224.59,204408.33,1208,51,115.9,75
USSD_SERVICE,2023-11-23,868880,490321,4352065,15963854550.67,337839779.5,171419,5356,23.2,9798
WALLET_APP,2023-11-23,1711018,1426562,9395353,24756666213.67,302235826.84,113598,2792,5.6,7948
AGENT_BANKING,2023-11-24,100489,31988,149052,358737802.75,4835797.51,8826,406,104.9,500
ATM_NETWORK,2023-11-24,276183,146760,897529,4175133101.35,49477247.24,56909,1543,41.6,6804
CORPORATE_PORTAL,2023-11-24,49736,33628,341956,1246304319.14,23265261.92,4042,167,29.0,226
INTERNET_BANKING,2023-11-24,410884,239948,2205829,7447139992.62,162317909.08,30439,800,31.4,2397
MOBILE_BANKING,2023-11-24,1866145,1385295,15641865,35147518463.02,860099136.11,24016,6897,10.7,14863
POS_TERMINALS,2023-11-24,8069,2427,18707,81043346.76,1603593.82,2047,61,246.9,226
USSD_SERVICE,2023-11-24,880097,570857,2920848,7731730798.09,85330307.83,82407,3333,24.7,8673
WALLET_APP,2023-11-24,1720558,1293416,4706624,9806427470.48,181319472.9,21752,6410,12.7,1210
AGENT_BANKING,2023-11-25,100181,35673,194857,744012006.06,9517016.99,7336,462,108.7,1117
ATM_NETWORK,2023-11-25,278808,152178,1695598,1957150885.76,17449053.79,74324,2388,81.0,8278
CORPORATE_PORTAL,2023-11-25,50151,31992,309697,1078440641.14,23991000.92,9865,297,5.2,660
INTERNET_BANKING,2023-11-25,416835,223027,748843,2923569389.77,47000548.17,11572,1921,42.3,621
MOBILE_BANKING,2023-11-25,1876452,1581208,16237176,12479757246.25,208773976.08,115850,2285,6.4,10117
POS_TERMINALS,2023-11-25,8027,2796,17984,37963267.15,876620.05,1961,86,203.7,86
USSD_SERVICE,2023-11-25,885437,458660,1964066,8571446609.15,175969875.55,46432,2130,32.6,3279
WALLET_APP,2023-11-25,1735366,1428594,11383885,10218481170.98,213198952.66,147713,4732,10.5,9175
AGENT_BANKING,2023-11-26,100730,32431,241753,431801315.98,7732181.13,19117,567,64.3,326
ATM_NETWORK,2023-11-26,279839,116220,1378462,1145906396.43,22476025.82,87766,2236,37.7,5800
CORPORATE_PORTAL,2023-11-26,50401,26925,183065,96027062.26,2391972.54,6421,299,28.3,196
INTERNET_BANKING,2023-11-26,420758,272282,1229158,1880488788.38,41398959.52,45306,2835,7.2,2607
MOBILE_BANKING,2023-11-26,1913425,1468036,5768976,5457450899.66,46757951.39,22071,1759,11.7,705
POS_TERMINALS,2023-11-26,7933,2500,16495,4950255.93,59267.52,1670,125,207.9,219
USSD_SERVICE,2023-11-26,886670,586383,5650242,5749341381.35,97489667.56,185953,4225,17.6,15892
WALLET_APP,2023-11-26,1769110,1553681,8894267,26533698744.06,589757264.72,71936,5746,12.2,2425
AGENT_BANKING,2023-11-27,100550,48679,435161,390260875.26,9407942.23,15833,870,104.9,609
ATM_NETWORK,2023-11-27,278787,87470,474115,1713182259.7,22126959.49,25590,1590,91.2,1732
CORPORATE_PORTAL,2023-11-27,50891,32993,295048,968270570.01,15279396.5,7755,262,27.3,711
INTERNET_BANKING,2023-11-27,421765,294192,1647363,4061544537.97,56831569.32,36890,2565,24.7,2722
MOBILE_BANKING,2023-11-27,1940530,1392289,16153900,53672467506.85,892117879.79,110083,5464,8.3,15179
POS_TERMINALS,2023-11-27,7820,2255,21474,35858029.23,559321.29,3042,101,285.2,166
USSD_SERVICE,2023-11-27,892596,630423,2930773,4867433671.81,91251702.0,85222,5890,19.5,6568
WALLET_APP,2023-11-27,1784734,1317634,3740454,10372461542.43,116743886.43,17962,2102,7.7,3242
AGENT_BANKING,2023-11-28,101360,37610,365173,581516869.84,5475919.21,17713,910,58.9,2425
ATM_NETWORK,2023-11-28,280229,107567,742197,2737886403.08,25806549.1,36430,1025,39.7,3724
CORPORATE_PORTAL,2023-11-28,51517,29838,93543,47905632.43,868461.33,1025,159,42.1,263
INTERNET_BANKING,2023-11-28,424981,305391,1175144,3891185579.87,39281035.9,41597,1153,29.2,1880
MOBILE_BANKING,2023-11-28,1986059,1511602,5942867,20486091761.02,453968193.11,48068,6305,8.9,819
POS_TERMINALS,2023-11-28,7731,2518,8839,4676425.4,64009.76,1213,82,95.9,93
USSD_SERVICE,2023-11-28,901002,602759,5191109,15501474530.44,209094372.48,99850,1955,42.1,6053
WALLET_APP,2023-11-28,1819062,1414900,8939453,20270436152.85,234875653.81,28385,2411,0.7,7170
AGENT_BANKING,2023-11-29,101211,41077,310283,1217865569.17,25309485.85,16956,544,91.9,1137
ATM_NETWORK,2023-11-29,280742,114808,1082590,3743382640.75,48802647.11,38987,2044,55.7,7469
CORPORATE_PORTAL,2023-11-29,52015,31438,173027,700424304.8,13765485.76,1793,281,9.2,373
INTERNET_BANKING,2023-11-29,425423,253145,2824998,8177885506.23,97579699.5,80709,2878,40.7,8111
MOBILE_BANKING,2023-11-29,2021360,1516838,10671090,24316500385.03,242987545.25,37323,4023,3.8,10597
POS_TERMINALS,2023-11-29,7605,1848,14236,31187072.08,621795.5,901,34,211.1,162
USSD_SERVICE,2023-11-29,909256,637097,4630393,18022662373.15,377113625.19,178679,4468,7.0,7407
WALLET_APP,2023-11-29,1842484,1491089,14756619,34096026375.55,769181403.37,15884,3695,7.5,8717
AGENT_BANKING,2023-11-30,101874,39688,102062,232974347.8,5345963.41,4729,480,98.7,740
ATM_NETWORK,2023-11-30,282359,106789,803169,1603388041.8,36232249.38,25926,1404,40.6,1084
CORPORATE_PORTAL,2023-11-30,52517,37146,277914,128116543.2,2317535.52,5715,390,34.9,332
INTERNET_BANKING,2023-11-30,427589,249844,2330350,1706378299.35,20063363.42,87504,1171,11.8,5542
MOBILE_BANKING,2023-11-30,2042559,1641560,16418181,62869325247.55,955995793.12,140745,4905,2.1,4006
POS_TERMINALS,2023-11-30,7558,1346,13902,9766885.18,182532.86,1844,61,254.5,162
USSD_SERVICE,2023-11-30,922370,487721,2340298,4835164919.19,66525928.12,66817,1556,36.7,4286
WALLET_APP,2023-11-30,1852577,1321399,10264934,21229318705.47,463013215.33,120238,1418,5.8,7263
AGENT_BANKING,2023-12-01,102778,34055,329463,1454943106.61,27827731.55,26073,819,109.9,2607
ATM_NETWORK,2023-12-01,282642,130621,977419,2787723082.77,51306306.23,40634,1483,65.7,7181
CORPORATE_PORTAL,2023-12-01,52980,37689,254343,343607947.76,7711796.8,7535,204,43.6,397
INTERNET_BANKING,2023-12-01,432903,251101,2804662,7697152307.38,80808607.01,79177,2646,13.1,6294
MOBILE_BANKING,2023-12-01,2064179,1537884,13230435,25648913562.77,544568944.96,55635,4443,10.6,9909
POS_TERMINALS,2023-12-01,7500,1949,13198,29694780.96,269640.19,1981,61,275.1,133
USSD_SERVICE,2023-12-01,934400,523652,5579447,10454756219.77,206427143.24,143260,4717,28.0,16095
WALLET_APP,2023-12-01,1883941,1562259,5542199,21474098959.87,238817732.13,42320,5755,11.9,3208
AGENT_BANKING,2023-12-02,102955,45610,361322,790723217.53,13384519.92,27014,1024,111.6,1339
ATM_NETWORK,2023-12-02,283575,144745,488589,1378776715.7,28342514.02,23445,3575,32.4,2903
CORPORATE_PORTAL,2023-12-02,53762,34635,112251,484489118.2,7893677.36,3657,336,25.7,335
INTERNET_BANKING,2023-12-02,437524,250705,2246714,6550411120.8,151251220.69,62224,2824,20.9,2441
MOBILE_BANKING,2023-12-02,2092017,1750530,14340600,53925296529.15,610157535.25,214953,3161,9.7,6635
POS_TERMINALS,2023-12-02,7436,1144,3770,16420539.78,269388.65,235,52,189.7,13
USSD_SERVICE,2023-12-02,944585,487516,4914295,15017808395.77,126532339.43,92348,4433,27.7,12199
WALLET_APP,2023-12-02,1910955,1453874,12839363,45684153347.13,839161164.45,88183,3708,0.5,10876
AGENT_BANKING,2023-12-03,103288,39713,431950,73887577.42,1309755.74,22035,854,20.4,3210
ATM_NETWORK,2023-12-03,282445,101233,1130233,3655924131.64,59891517.26,35409,1338,46.1,4104
CORPORATE_PORTAL,2023-12-03,54053,35278,353248,568321591.8,12701968.14,8353,415,16.8,719
INTERNET_BANKING,2023-12-03,439876,292267,3096253,4392618718.94,58344416.42,66164,998,35.1,1883
MOBILE_BANKING,2023-12-03,2133232,1894647,12859660,5839157774.98,113920614.29,88671,7097,8.9,8571
POS_TERMINALS,2023-12-03,7371,1228,13803,3877622.1,92905.3,1050,37,76.8,151
USSD_SERVICE,2023-12-03,945995,548516,5035126,12851443189.95,293825749.63,195109,3534,35.3,9550
WALLET_APP,2023-12-03,1946995,1438667,14440491,29511667354.91,538426983.65,109940,6483,13.6,4421
AGENT_BANKING,2023-12-04,103436,55901,616468,488621457.69,7272557.77,40437,1358,59.8,1247
ATM_NETWORK,2023-12-04,284303,99304,994611,2968257324.45,71904490.96,72930,2149,106.5,5422
CORPORATE_PORTAL,2023-12-04,54627,30119,247786,432747248.73,9841457.78,4644,107,13.9,732
INTERNET_BANKING,2023-12-04,445680,303502,3395566,8874631046.53,115968486.28,135270,2746,29.0,2685
MOBILE_BANKING,2023-12-04,2182349,1816648,12276395,32055979558.77,289184651.26,29708,8938,14.6,6301
POS_TERMINALS,2023-12-04,7227,1053,6154,6819362.42,148804.88,638,37,238.7,77
USSD_SERVICE,2023-12-04,949565,547909,2562925,3819552531.1,74351776.38,30473,1941,41.8,2831
WALLET_APP,2023-12-04,1995578,1746129,13435960,33971801407.62,354210436.5,176013,7352,6.6,9724
AGENT_BANKING,2023-12-05,103160,46283,276558,293187630.09,6291191.73,15516,554,65.9,444
ATM_NETWORK,2023-12-05,285526,156516,1202318,1960282819.43,18479977.05,87753,1407,94.6,3369
CORPORATE_PORTAL,2023-12-05,55006,34278,212832,677942152.53,9358100.96,8287,226,8.7,474
INTERNET_BANKING,2023-12-05,451873,229353,2701065,4222646861.26,97583501.17,31480,1558,15.1,3671
MOBILE_BANKING,2023-12-05,2218749,1649569,18251144,48019546097.67,1156756240.23,58335,4242,5.7,9635
POS_TERMINALS,2023-12-05,7131,802,4227,19456416.38,422453.09,663,29,126.8,34
USSD_SERVICE,2023-12-05,953268,521370,1786456,4564749520.12,108598950.72,51728,4916,28.6,4469
WALLET_APP,2023-12-05,2044427,1472796,6923068,29126385914.89,529162387.47,72333,4531,1.6,3492
AGENT_BANKING,2023-12-06,104086,53902,617662,2143089225.67,43253417.17,20932,754,107.1,1959
ATM_NETWORK,2023-12-06,288244,156594,817536,3373179995.15,30771878.57,52895,2771,31.8,991
CORPORATE_PORTAL,2023-12-06,55628,39246,441619,2009217645.47,25200017.92,12120,422,34.3,466
INTERNET_BANKING,2023-12-06,457815,285053,849294,3320827578.98,71118467.79,12046,3205,10.4,1189
MOBILE_BANKING,2023-12-06,2272354,1775712,14435095,26563914875.11,312197629.0,128870,7276,5.7,8524
POS_TERMINALS,2023-12-06,7014,2396,11534,39946604.16,331982.02,1143,113,189.1,42
USSD_SERVICE,2023-12-06,961116,624921,2970520,2046647372.76,21237467.57,113325,2242,34.6,6381
WALLET_APP,2023-12-06,2083727,1473254,13528354,2827750931.99,34101427.68,127472,5358,6.3,6154
AGENT_BANKING,2023-12-07,104763,54660,281911,1363313331.11,33766841.68,19750,1035,54.6,1719
ATM_NETWORK,2023-12-07,290194,126514,1094730,3874604891.01,64108270.31,69286,2949,112.9,4637
CORPORATE_PORTAL,2023-12-07,56202,38624,266076,1001060106.51,22456232.07,5962,175,12.3,153
INTERNET_BANKING,2023-12-07,462562,298602,3044622,1401807413.04,22473090.47,80659,2872,19.0,5354
MOBILE_BANKING,2023-12-07,2314846,1800666,12457246,32754513002.47,655887670.77,111271,2110,13.2,2332
POS_TERMINALS,2023-12-07,6961,1390,16668,24732457.93,334960.5,2365,38,182.5,58
USSD_SERVICE,2023-12-07,970796,515754,3849560,1615510725.25,35280021.81,136773,1692,25.7,8127
WALLET_APP,2023-12-07,2120727,1492798,11114176,16912884473.21,224093605.05,67416,4689,6.7,8698
AGENT_BANKING,2023-12-08,104355,50708,490223,414779518.32,9133123.03,29314,1206,112.2,1048
ATM_NETWORK,2023-12-08,291583,138248,1633045,5475141600.78,83959288.66,50026,3355,62.9,12688
CORPORATE_PORTAL,2023-12-08,56453,36215,129917,38162491.62,354037.44,1991,325,40.5,363
INTERNET_BANKING,2023-12-08,469244,246058,1099102,1519474012.28,14009263.54,42524,2919,5.6,2420
MOBILE_BANKING,2023-12-08,2335059,1917179,21280502,59258548931.61,1031066000.82,303061,4724,4.6,8416
POS_TERMINALS,2023-12-08,6896,1286,13740,51627063.49,881710.65,1768,58,69.8,85
USSD_SERVICE,2023-12-08,976822,674397,3680815,4005951154.26,49380527.73,83272,7838,38.1,5514
WALLET_APP,2023-12-08,2170051,1593698,10624615,15654121254.33,135455181.26,45577,2393,1.1,9163
AGENT_BANKING,2023-12-09,105248,54745,364771,1487629291.01,22696718.72,19256,1209,47.0,1290
ATM_NETWORK,2023-12-09,291586,138509,415419,1394331732.24,33104251.88,19159,2002,58.0,1600
CORPORATE_PORTAL,2023-12-09,56684,40620,303826,536763496.6,8264394.53,6801,429,34.0,550
INTERNET_BANKING,2023-12-09,475043,282039,2356517,577747511.63,11472077.11,68617,2469,42.3,3515
MOBILE_BANKING,2023-12-09,2352031,1863240,15568417,61234246322.31,1075243215.57,152553,7409,1.2,2191
POS_TERMINALS,2023-12-09,6763,1569,17840,74841584.29,1497309.71,2704,92,198.4,99
USSD_SERVICE,2023-12-09,985385,495406,1429022,3086604086.84,42166919.39,26027,1749,13.5,3236
WALLET_APP,2023-12-09,2182506,1887655,9280597,6344908404.64,66706115.24,41842,6759,4.4,2367
AGENT_BANKING,2023-12-10,106270,39439,144061,266739483.14,2134413.55,4732,774,37.1,608
ATM_NETWORK,2023-12-10,293460,145569,544912,454322744.91,10051789.0,26459,1698,33.4,4032
CORPORATE_PORTAL,2023-12-10,57266,34704,336011,1601485964.27,23216745.7,8364,195,17.5,964
INTERNET_BANKING,2023-12-10,475649,314406,2903845,6755784173.05,141140225.47,56232,2922,39.5,4896
MOBILE_BANKING,2023-12-10,2366753,2071712,23303105,70556270049.51,1544484556.16,284897,6959,5.6,19481
POS_TERMINALS,2023-12-10,6671,1085,8129,33523346.0,830126.83,1204,49,169.2,50
USSD_SERVICE,2023-12-10,994261,542577,1659146,3524724252.23,85096423.64,66170,3672,22.3,4605
WALLET_APP,2023-12-10,2216334,1668497,9201509,5790857179.79,72937075.9,15030,6117,9.3,1227
AGENT_BANKING,2023-12-11,106747,48557,508628,872209122.38,8015037.69,23453,786,68.3,831
ATM_NETWORK,2023-12-11,294542,159319,633694,1539908777.9,14851948.22,29137,1735,42.8,1922
CORPORATE_PORTAL,2023-12-11,57954,38469,354829,979247496.11,19497315.32,7797,125,33.7,878
INTERNET_BANKING,2023-12-11,478660,265510,1680437,546348146.07,11299514.16,25177,1457,11.1,3643
MOBILE_BANKING,2023-12-11,2398828,1734178,12601482,36406274094.56,709582785.7,122675,3046,8.5,4921
POS_TERMINALS,2023-12-11,6658,1130,11357,9024972.16,165055.04,861,46,130.6,152
USSD_SERVICE,2023-12-11,1009018,526452,2046735,7965789337.98,157340459.94,34302,4168,11.0,4476
WALLET_APP,2023-12-11,2255486,1915891,6020397,24386294032.39,516241860.1,73871,2276,6.8,3146
AGENT_BANKING,2023-12-12,107541,34905,346175,1557594735.07,19247896.02,23276,758,37.8,2570
ATM_NETWORK,2023-12-12,295481,147582,556528,600157724.43,8220984.23,26757,2509,119.7,3949
CORPORATE_PORTAL,2023-12-12,58713,38159,135106,330735651.48,3892125.09,3232,325,7.9,197
INTERNET_BANKING,2023-12-12,485445,243763,729644,3654620770.5,62847780.06,18623,961,37.2,1448
MOBILE_BANKING,2023-12-12,2445080,1925238,10488088,34114572616.51,406729499.99,35724,4662,3.7,4325
POS_TERMINALS,2023-12-12,6597,1075,10163,11855081.21,170735.22,1221,16,75.9,36
USSD_SERVICE,2023-12-12,1023689,665244,2389802,5285300792.47,124308880.92,72106,6968,23.0,2576
WALLET_APP,2023-12-12,2290136,1684713,6163367,26059842609.1,471993116.78,11815,3774,4.0,4240
AGENT_BANKING,2023-12-13,107374,51635,411914,903801343.59,15193839.15,19281,1246,46.1,2241
ATM_NETWORK,2023-12-13,296111,161569,1499639,3197926269.2,38393544.79,70536,1369,91.4,3742
CORPORATE_PORTAL,2023-12-13,59214,40746,420652,405462221.56,5695568.11,13672,242,33.8,562
INTERNET_BANKING,2023-12-13,490726,315236,3192617,9636604284.16,195527477.26,31950,3617,8.6,4896
MOBILE_BANKING,2023-12-13,2498981,2092700,9607451,23236368619.77,189058299.12,42533,4895,0.3,7427
POS_TERMINALS,2023-12-13,6566,1794,11701,42584356.92,949806.99,1335,95,174.9,162
USSD_SERVICE,2023-12-13,1037856,672220,5001319,22534811694.23,405087535.74,69971,3686,7.1,10101
WALLET_APP,2023-12-13,2342685,1796717,14013757,47074231814.05,998936482.25,151959,4472,14.0,10157
AGENT_BANKING,2023-12-14,107462,57337,191401,146975807.8,1317244.86,9451,1389,41.2,609
ATM_NETWORK,2023-12-14,298613,163358,927502,2297778115.28,42470287.55,63613,3320,42.8,4546
CORPORATE_PORTAL,2023-12-14,59886,39895,332014,1288268939.03,22295124.42,8300,358,8.5,255
INTERNET_BANKING,2023-12-14,497081,259614,1420422,1069336378.23,12920062.33,19860,1549,20.8,2647
MOBILE_BANKING,2023-12-14,2528949,2035221,14610448,29266648857.78,440656329.76,108197,8832,5.5,2713
POS_TERMINALS,2023-12-14,6484,1259,4013,3708367.66,57051.9,643,21,169.7,35
USSD_SERVICE,2023-12-14,1051922,720683,6570369,10697962369.65,150314100.64,151674,4871,9.3,15907
WALLET_APP,2023-12-14,2384306,1822493,6625874,18954116766.38,274124277.17,72434,4791,8.8,1690
AGENT_BANKING,2023-12-15,108283,49861,436864,366900169.41,5714503.67,24669,922,108.0,1796
ATM_NETWORK,2023-12-15,298352,121370,578141,1991336770.96,22003855.22,45484,1993,90.8,4360
CORPORATE_PORTAL,2023-12-15,60292,33237,101983,436101070.58,7862179.53,3396,326,41.8,69
INTERNET_BANKING,2023-12-15,502163,292282,1245900,3731660509.5,93181586.6,14529,1940,39.0,2435
MOBILE_BANKING,2023-12-15,2543354,2185934,16086365,54350355889.09,1081090937.58,58481,3931,8.4,9734
POS_TERMINALS,2023-12-15,6482,2225,15079,28176872.25,441863.31,2568,73,262.6,165
USSD_SERVICE,2023-12-15,1063109,728977,2243862,2103025071.06,21118618.29,35571,3807,13.1,2292
WALLET_APP,2023-12-15,2439271,2130680,21812181,80386224121.46,1038406625.94,315171,4473,14.4,19996
AGENT_BANKING,2023-12-16,108725,33327,139599,394184331.79,5088571.56,4355,649,117.1,307
ATM_NETWORK,2023-12-16,298449,120913,714011,2311470739.95,28583662.61,50240,1392,93.5,1365
CORPORATE_PORTAL,2023-12-16,60566,32888,130224,296995406.05,4749703.3,3031,180,41.1,252
INTERNET_BANKING,2023-12-16,507011,363932,2153979,2121378208.8,32465195.31,79210,4215,44.8,4297
MOBILE_BANKING,2023-12-16,2586257,1891369,15591751,43916203798.05,598530725.51,115805,8278,10.9,3740
POS_TERMINALS,2023-12-16,6422,1700,6406,5306226.92,62666.88,740,72,273.9,61
USSD_SERVICE,2023-12-16,1065940,557412,6683690,12082121271.75,221100538.06,172257,3568,11.6,8450
WALLET_APP,2023-12-16,2487330,2196061,20911740,12459645735.49,224694262.8,158076,6319,7.8,19613
AGENT_BANKING,2023-12-17,109688,54011,599038,155171157.57,3116671.77,33228,881,50.6,1543
ATM_NETWORK,2023-12-17,298088,149240,1780061,5794159636.85,82165119.09,120239,2154,119.2,1869
CORPORATE_PORTAL,2023-12-17,60767,42621,457988,1528453925.88,32829543.6,15938,410,30.1,872
INTERNET_BANKING,2023-12-17,510082,349562,1375213,6248569221.6,55741666.61,27725,3783,22.1,3423
MOBILE_BANKING,2023-12-17,2633650,2075065,22577641,53866329591.91,870266892.6,131886,2801,10.9,4849
POS_TERMINALS,2023-12-17,6296,1108,12853,21460407.26,199171.39,787,27,165.9,182
USSD_SERVICE,2023-12-17,1074162,612860,6563729,6339040739.17,107799837.46,135055,4030,13.9,3732
WALLET_APP,2023-12-17,2516477,1812213,5011095,20695248170.53,426586657.81,54100,4904,2.0,3220
AGENT_BANKING,2023-12-18,110374,37082,362645,1340905389.75,33365356.51,22830,664,104.3,1923
ATM_NETWORK,2023-12-18,297460,142448,641433,2882716791.36,67905030.62,37676,2964,46.4,2946
CORPORATE_PORTAL,2023-12-18,61539,33919,236873,538105145.76,9455892.94,6051,179,13.0,601
INTERNET_BANKING,2023-12-18,517392,277977,3277295,9057253683.22,183699526.76,106918,1530,27.1,7388
MOBILE_BANKING,2023-12-18,2686591,2049462,16274852,64910033203.81,1344979830.28,204916,9420,3.3,10973
POS_TERMINALS,2023-12-18,6227,1158,9643,43946842.65,700421.61,987,63,72.2,124
USSD_SERVICE,2023-12-18,1078415,662401,6482078,23462448862.68,361787772.87,230141,7369,17.1,3256
WALLET_APP,2023-12-18,2576943,1969078,7589259,14354687474.25,171608818.46,84112,5936,13.3,921
AGENT_BANKING,2023-12-19,110920,58446,510111,1791758183.01,29504722.01,18196,734,105.4,1653
ATM_NETWORK,2023-12-19,297668,98927,980924,1941954334.46,43783923.58,65847,1414,101.8,2394
CORPORATE_PORTAL,2023-12-19,61791,33612,234807,322837298.11,5333989.61,7074,378,25.4,503
INTERNET_BANKING,2023-12-19,523139,349315,943701,320170581.82,2732972.18,26725,3845,11.3,1140
